"age,income,loanamount,creditscore,yearsexperience,gender,education,city,employmenttype,loanapproved,income_loan_ratio,risklevel,experiencegroup,incomegroup"
"22,33675.0,16925.0,705.0,1,Male,Phd,Houston,Self-Employed,0,1.9896602658788773,Low Risk,Fresher,Medium"
"39,30809.0,15985.0,709.0,0,Male,Masters,New York,Self-Employed,0,1.9273694088207696,Low Risk,,Medium"
"46,48371.0,32251.0,428.0,0,Female,Phd,Houston,Self-Employed,0,1.4998294626523208,High Risk,,Medium"
"20,38010.0,22697.0,783.0,32,Male,Phd,San Francisco,Salaried,0,1.6746706613208795,Low Risk,Expert,Medium"
"29,37697.0,9324.0,407.0,21,Female,Masters,Houston,Salaried,0,4.043007293007293,High Risk,Expert,Medium"
"43,31229.0,24757.0,688.0,11,Male,High School,New York,Self-Employed,0,1.2614210122389626,Low Risk,Senior,Medium"
"33,42973.0,27278.0,724.0,38,Male,Bachelors,Chicago,Salaried,1,1.5753720947283525,Low Risk,Expert,Medium"
"68,32680.0,19283.0,746.0,35,Male,Phd,Chicago,Salaried,0,1.6947570398796867,Low Risk,Expert,Medium"
"54,33569.0,25522.0,367.0,20,Female,Phd,Houston,Self-Employed,0,1.315296606848993,High Risk,Senior,Medium"
"39,54476.0,34.0,365.0,19,Female,Bachelors,Chicago,Salaried,0,1602.235294117647,High Risk,Senior,Medium"
"46,49172.0,-1595.0,803.0,35,Male,High School,New York,Unemployed,0,-30.82884012539185,Low Risk,Expert,Medium"
"31,57273.0,10571.0,803.0,25,Female,Bachelors,Houston,Unemployed,0,5.417935862264686,Low Risk,Expert,Medium"
"45,25264.0,21192.0,620.0,30,Male,High School,New York,Salaried,0,1.1921479803699508,Low Risk,Expert,Low"
"22,50148.0,32257.0,746.0,0,Male,Phd,Chicago,Self-Employed,1,1.5546393030970023,Low Risk,,Medium"
"64,49488.0,10989.0,509.0,37,Female,Phd,Chicago,Unemployed,0,4.503412503412504,High Risk,Expert,Medium"
"66,44416.0,13171.0,669.0,13,Male,Masters,Houston,Salaried,1,3.37225723179713,Low Risk,Senior,Medium"
"47,62371.0,20709.0,757.0,25,Male,High School,Chicago,Salaried,1,3.0117823168670625,Low Risk,Expert,High"
"63,62240.0,16061.0,462.0,6,Female,Bachelors,Houston,Self-Employed,0,3.875225702011083,High Risk,Mid,High"
"69,62978.0,15606.0,631.0,11,Male,High School,Houston,Self-Employed,1,4.035499166987056,Low Risk,Senior,High"
"22,52500.0,16628.0,649.0,23,Male,High School,San Francisco,Salaried,1,3.1573249939860477,Low Risk,Expert,Medium"
"29,58491.0,30518.0,767.0,18,Female,High School,San Francisco,Self-Employed,1,1.9166065928304608,Low Risk,Senior,Medium"
"33,60485.0,28929.0,725.0,8,Female,High School,San Francisco,Unemployed,0,2.090808531231636,Low Risk,Mid,High"
"43,59532.0,20188.0,626.0,34,Male,Bachelors,New York,Unemployed,0,2.9488805230830195,Low Risk,Expert,Medium"
"43,33239.0,33236.0,405.0,3,Male,Masters,Chicago,Salaried,0,1.0000902635696234,High Risk,Junior,Medium"
"65,24389.0,24072.0,554.0,31,Female,Phd,Chicago,Salaried,0,1.013168826852775,High Risk,Expert,Low"
"38,26696.0,29231.0,657.0,5,Female,Bachelors,San Francisco,Self-Employed,0,0.9132770004447334,Low Risk,Junior,Low"
"56,45948.0,13116.0,743.0,27,Male,Bachelors,Houston,Unemployed,0,3.5032021957914,Low Risk,Expert,Medium"
"53,58909.0,14771.0,412.0,27,Female,Phd,Houston,Self-Employed,0,3.988152460903121,High Risk,Expert,Medium"
"50,33434.0,14685.0,329.0,39,Female,Masters,Houston,Salaried,0,2.2767449778685735,High Risk,Expert,Medium"
"47,63860.0,19306.0,823.0,28,Female,Bachelors,Houston,Salaried,1,3.3077799647777892,Low Risk,Expert,High"
"54,42466.0,20479.0,345.0,4,Male,Phd,New York,Salaried,0,2.0736364080277356,High Risk,Junior,Medium"
"40,42609.0,22593.0,470.0,4,Male,Masters,Chicago,Salaried,0,1.8859381224273004,High Risk,Junior,Medium"
"27,37458.0,35785.0,429.0,36,Male,Masters,San Francisco,Salaried,0,1.0467514321643148,High Risk,Expert,Medium"
"22,21728.0,25770.0,652.0,27,Male,High School,New York,Salaried,1,0.843150950717889,Low Risk,Expert,Low"
"53,53440.0,15882.0,502.0,8,Male,Bachelors,Chicago,Self-Employed,0,3.3648155144188387,High Risk,Mid,Medium"
"51,75690.0,19974.0,525.0,28,Female,Masters,New York,Self-Employed,0,3.7894262541303694,High Risk,Expert,High"
"69,49060.0,32040.0,579.0,13,Female,Bachelors,Houston,Self-Employed,0,1.5312109862671661,High Risk,Senior,Medium"
"48,22241.0,26255.0,609.0,37,Female,Phd,New York,Unemployed,0,0.8471148352694725,Low Risk,Expert,Low"
"27,61705.0,31934.0,334.0,39,Male,Bachelors,New York,Self-Employed,0,1.9322665497588778,High Risk,Expert,High"
"36,25628.0,16139.0,460.0,33,Male,Masters,Houston,Salaried,0,1.5879546440299894,High Risk,Expert,Low"
"49,31864.0,14307.0,734.0,36,Female,Phd,Houston,Self-Employed,0,2.2271615293213114,Low Risk,Expert,Medium"
"18,46425.0,14424.0,837.0,13,Female,Phd,San Francisco,Self-Employed,1,3.218594009983361,Low Risk,Senior,Medium"
"22,51843.0,16784.0,524.0,17,Female,High School,San Francisco,Unemployed,0,3.088834604385129,High Risk,Senior,Medium"
"62,34870.0,11494.0,745.0,32,Female,Phd,Chicago,Salaried,0,3.0337567426483383,Low Risk,Expert,Medium"
"21,45840.0,22362.0,616.0,33,Male,Masters,San Francisco,Unemployed,0,2.0499060906895625,Low Risk,Expert,Medium"
"33,60727.0,22499.0,713.0,27,Male,High School,San Francisco,Unemployed,0,2.69909773767723,Low Risk,Expert,High"
"41,62783.0,30710.0,394.0,35,Female,Masters,Chicago,Unemployed,0,2.0443829371540216,High Risk,Expert,High"
"33,68772.0,5918.0,524.0,36,Male,Masters,New York,Self-Employed,0,11.62081784386617,High Risk,Expert,High"
"19,78641.0,12447.0,365.0,22,Male,High School,New York,Salaried,0,6.3180686109102595,High Risk,Expert,High"
"66,62148.0,26445.0,696.0,16,Male,High School,New York,Salaried,1,2.350085082246171,Low Risk,Senior,High"
"45,46749.0,21468.0,509.0,10,Male,Bachelors,Houston,Unemployed,0,2.177613191727222,High Risk,Mid,Medium"
"49,62890.0,20358.0,773.0,31,Female,Masters,Chicago,Salaried,1,3.0892032616170546,Low Risk,Expert,High"
"44,49488.0,30111.0,789.0,36,Female,Bachelors,New York,Salaried,1,1.643518979774833,Low Risk,Expert,Medium"
"37,57596.0,11920.0,479.0,14,Male,Phd,San Francisco,Unemployed,0,4.831879194630872,High Risk,Senior,Medium"
"41,52658.0,14170.0,823.0,3,Female,Phd,San Francisco,Self-Employed,1,3.7161609033168665,Low Risk,Junior,Medium"
"29,36319.0,13228.0,758.0,38,Male,Bachelors,San Francisco,Unemployed,0,2.745615361354702,Low Risk,Expert,Medium"
"67,34579.0,3897.0,367.0,29,Female,High School,Chicago,Unemployed,0,8.873235822427509,High Risk,Expert,Medium"
"52,48543.0,21063.0,628.0,9,Female,Phd,Chicago,Self-Employed,1,2.30465745620282,Low Risk,Mid,Medium"
"50,52234.0,15817.0,501.0,22,Female,High School,San Francisco,Self-Employed,0,3.3023961560346464,High Risk,Expert,Medium"
"50,39808.0,14137.0,774.0,23,Female,Bachelors,Houston,Self-Employed,0,2.8158732404329068,Low Risk,Expert,Medium"
"68,56350.0,12693.0,817.0,35,Female,High School,Houston,Self-Employed,1,4.439454817616009,Low Risk,Expert,Medium"
"60,81211.0,19858.0,314.0,4,Female,Masters,New York,Unemployed,0,4.089586061033336,High Risk,Junior,High"
"54,23835.0,13612.0,341.0,36,Female,Bachelors,New York,Self-Employed,0,1.7510285042609461,High Risk,Expert,Low"
"29,58734.0,21773.0,842.0,18,Male,High School,New York,Salaried,1,2.6975611996509437,Low Risk,Senior,Medium"
"20,49010.0,23673.0,588.0,36,Female,High School,New York,Unemployed,0,2.0702910488742448,High Risk,Expert,Medium"
"18,56760.0,17643.0,579.0,7,Male,Masters,New York,Unemployed,0,3.217139942186703,High Risk,Mid,Medium"
"50,43539.0,17100.0,543.0,6,Female,High School,Chicago,Self-Employed,0,2.546140350877193,High Risk,Mid,Medium"
"57,47809.0,21484.0,473.0,39,Female,Bachelors,Chicago,Self-Employed,0,2.2253304784956245,High Risk,Expert,Medium"
"27,51943.0,19769.0,833.0,12,Female,Bachelors,Houston,Salaried,1,2.627497597248217,Low Risk,Senior,Medium"
"60,45475.0,30641.0,808.0,36,Male,Bachelors,Houston,Self-Employed,1,1.4841225808557161,Low Risk,Expert,Medium"
"61,49488.0,22546.0,543.0,26,Male,Phd,Chicago,Unemployed,0,2.1949791537301517,High Risk,Expert,Medium"
"46,46491.0,28765.0,359.0,17,Male,High School,Houston,Self-Employed,0,1.616235007822006,High Risk,Senior,Medium"
"30,49488.0,24884.0,403.0,23,Male,Phd,San Francisco,Salaried,0,1.9887477897444141,High Risk,Expert,Medium"
"29,59798.0,9453.0,579.0,1,Male,Phd,Houston,Unemployed,0,6.325822490214747,High Risk,Fresher,Medium"
"48,22017.0,15534.0,376.0,15,Female,High School,San Francisco,Unemployed,0,1.4173426033217458,High Risk,Senior,Low"
"63,65430.0,19615.0,317.0,13,Male,High School,San Francisco,Self-Employed,0,3.335712464950293,High Risk,Senior,High"
"19,56443.0,26948.0,833.0,16,Male,Bachelors,New York,Salaried,1,2.0945153629211815,Low Risk,Senior,Medium"
"68,56501.0,35423.0,483.0,5,Male,Phd,Houston,Salaried,0,1.5950371227733393,High Risk,Junior,Medium"
"67,17535.0,16127.0,849.0,34,Female,Phd,San Francisco,Self-Employed,0,1.087307000682086,Low Risk,Expert,Low"
"52,45071.0,20442.0,580.0,16,Female,High School,Houston,Unemployed,0,2.204823402798161,High Risk,Senior,Medium"
"40,67303.0,26399.0,587.0,37,Female,Phd,Houston,Unemployed,0,2.549452630781469,High Risk,Expert,High"
"34,42221.0,19537.0,824.0,39,Male,Masters,Chicago,Unemployed,0,2.1610789783487743,Low Risk,Expert,Medium"
"43,33829.0,33153.0,773.0,5,Female,High School,Chicago,Self-Employed,0,1.0203903115856785,Low Risk,Junior,Medium"
"25,40450.0,9218.0,566.0,37,Male,Bachelors,New York,Unemployed,0,4.3881536124972875,High Risk,Expert,Medium"
"46,48976.0,25424.0,656.0,20,Female,Masters,Houston,Unemployed,0,1.9263687853996223,Low Risk,Senior,Medium"
"43,37229.0,25346.0,300.0,34,Female,Bachelors,Chicago,Self-Employed,0,1.4688313737867909,High Risk,Expert,Medium"
"27,68507.0,29216.0,326.0,22,Female,Bachelors,San Francisco,Unemployed,0,2.3448452902519166,High Risk,Expert,High"
"43,49030.0,20496.0,847.0,11,Female,Masters,San Francisco,Self-Employed,1,2.3921740827478533,Low Risk,Senior,Medium"
"51,41666.0,27132.0,579.0,28,Female,Masters,New York,Salaried,0,1.5356774288662833,High Risk,Expert,Medium"
"68,30480.0,18007.0,698.0,26,Male,Bachelors,San Francisco,Salaried,0,1.6926750708057978,Low Risk,Expert,Medium"
"58,57267.0,13589.0,842.0,5,Male,Phd,Houston,Self-Employed,1,4.214217381705791,Low Risk,Junior,Medium"
"24,56925.0,12422.0,426.0,20,Female,Masters,San Francisco,Self-Employed,0,4.582595395266463,High Risk,Senior,Medium"
"21,38117.0,8469.0,509.0,6,Male,Masters,New York,Self-Employed,0,4.5007675050183025,High Risk,Mid,Medium"
"67,16455.0,16469.0,449.0,15,Female,High School,New York,Unemployed,0,0.9991499180278098,High Risk,Senior,Low"
"62,56161.0,22492.0,330.0,4,Female,Bachelors,San Francisco,Unemployed,0,2.496932242575138,High Risk,Junior,Medium"
"28,47198.0,18335.0,601.0,14,Female,Phd,Houston,Self-Employed,1,2.574202345241342,Low Risk,Senior,Medium"
"46,55041.0,21584.0,556.0,20,Female,Phd,Chicago,Self-Employed,0,2.550083395107487,High Risk,Senior,Medium"
"53,79358.0,29879.0,356.0,3,Female,Bachelors,Houston,Unemployed,0,2.6559791157669266,High Risk,Junior,High"
"42,49598.0,15860.0,308.0,4,Female,Bachelors,Houston,Unemployed,0,3.127238335435057,High Risk,Junior,Medium"
"53,32790.0,26042.0,413.0,34,Male,Phd,San Francisco,Unemployed,0,1.2591198832654942,High Risk,Expert,Medium"
"27,45314.0,18425.0,579.0,35,Male,High School,Chicago,Unemployed,0,2.4593758480325643,High Risk,Expert,Medium"
"54,52409.0,18243.0,323.0,14,Female,High School,Houston,Salaried,0,2.872827934002083,High Risk,Senior,Medium"
"26,50800.0,11935.0,792.0,27,Male,Phd,Chicago,Self-Employed,1,4.256388772517805,Low Risk,Expert,Medium"
"41,75852.0,19794.0,705.0,1,Female,Bachelors,New York,Self-Employed,1,3.8320703243407093,Low Risk,Fresher,High"
"52,57486.0,2707.0,402.0,4,Male,Bachelors,Chicago,Unemployed,0,21.23605467306982,High Risk,Junior,Medium"
"66,47978.0,30046.0,359.0,6,Male,High School,San Francisco,Salaried,0,1.5968182120748187,High Risk,Mid,Medium"
"52,39402.0,-2533.0,385.0,21,Female,High School,New York,Self-Employed,0,-15.555467824713778,High Risk,Expert,Medium"
"65,54000.0,20334.0,671.0,30,Female,Masters,New York,Self-Employed,1,2.655650634405429,Low Risk,Expert,Medium"
"53,36395.0,10848.0,501.0,31,Male,High School,Houston,Unemployed,0,3.354996312684366,High Risk,Expert,Medium"
"35,52697.0,14391.0,388.0,7,Female,Phd,Chicago,Self-Employed,0,3.661802515461052,High Risk,Mid,Medium"
"66,57311.0,15423.0,736.0,10,Male,Bachelors,New York,Unemployed,0,3.7159437204175583,Low Risk,Mid,Medium"
"56,46753.0,35405.0,419.0,0,Female,Masters,New York,Salaried,0,1.3205197006072589,High Risk,,Medium"
"49,40546.0,11174.0,455.0,39,Male,Masters,Chicago,Salaried,0,3.6286021120458205,High Risk,Expert,Medium"
"41,17221.0,27314.0,698.0,18,Male,Bachelors,Chicago,Self-Employed,0,0.6304825364282053,Low Risk,Senior,Low"
"40,67158.0,29283.0,487.0,37,Male,Bachelors,New York,Unemployed,0,2.2934125601885054,High Risk,Expert,High"
"49,49488.0,1293.0,351.0,36,Female,Phd,New York,Salaried,0,38.2737819025522,High Risk,Expert,Medium"
"54,56414.0,15077.0,830.0,6,Male,High School,Chicago,Self-Employed,1,3.7417258075213904,Low Risk,Mid,Medium"
"29,26580.0,31876.0,779.0,38,Female,Masters,San Francisco,Self-Employed,0,0.8338561927468943,Low Risk,Expert,Low"
"66,70698.0,9482.0,529.0,24,Female,Masters,Chicago,Self-Employed,0,7.456021936300359,High Risk,Expert,High"
"30,43022.0,29586.0,780.0,21,Female,Bachelors,San Francisco,Unemployed,0,1.4541337118907591,Low Risk,Expert,Medium"
"40,45668.0,19857.0,429.0,26,Female,Bachelors,New York,Unemployed,0,2.299843883768948,High Risk,Expert,Medium"
"42,33961.0,19511.0,354.0,37,Female,High School,Houston,Salaried,0,1.7406078622315617,High Risk,Expert,Medium"
"52,23196.0,20556.0,570.0,38,Male,Masters,Chicago,Unemployed,0,1.1284296555750146,High Risk,Expert,Low"
"58,67360.0,22741.0,399.0,14,Female,Bachelors,New York,Unemployed,0,2.962050921243569,High Risk,Senior,High"
"47,69299.0,12355.0,368.0,1,Female,High School,New York,Self-Employed,0,5.6089842169162285,High Risk,Fresher,High"
"34,47517.0,17917.0,598.0,7,Male,Bachelors,Houston,Self-Employed,0,2.652062287213261,High Risk,Mid,Medium"
"66,39809.0,22965.0,828.0,5,Male,High School,Chicago,Salaried,0,1.7334639669061616,Low Risk,Junior,Medium"
"37,44344.0,21415.0,653.0,19,Female,Bachelors,New York,Self-Employed,1,2.0706981088022416,Low Risk,Senior,Medium"
"65,44756.0,22794.0,451.0,26,Female,Bachelors,San Francisco,Self-Employed,0,1.9634991664473107,High Risk,Expert,Medium"
"42,32002.0,14251.0,629.0,22,Female,Bachelors,Houston,Self-Employed,0,2.2455968002245457,Low Risk,Expert,Medium"
"39,45616.0,25058.0,415.0,39,Male,Phd,San Francisco,Unemployed,0,1.8204166334104877,High Risk,Expert,Medium"
"30,52297.0,21012.0,841.0,16,Female,Phd,Chicago,Self-Employed,1,2.4889110984199503,Low Risk,Senior,Medium"
"36,65272.0,7354.0,622.0,12,Female,Phd,San Francisco,Salaried,1,8.875713897198803,Low Risk,Senior,High"
"66,49488.0,15749.0,528.0,3,Male,Bachelors,Houston,Salaried,0,3.1422947488729442,High Risk,Junior,Medium"
"53,26355.0,12836.0,659.0,19,Male,Bachelors,New York,Self-Employed,0,2.0532097226550325,Low Risk,Senior,Low"
"29,55303.0,12733.0,304.0,24,Male,Phd,Houston,Self-Employed,0,4.343281237728736,High Risk,Expert,Medium"
"58,46161.0,16188.0,327.0,21,Female,Masters,New York,Salaried,0,2.8515567086730913,High Risk,Expert,Medium"
"36,70556.0,24908.0,663.0,16,Female,Masters,New York,Unemployed,0,2.83266420427172,Low Risk,Senior,High"
"29,71442.0,14986.0,761.0,39,Female,Masters,San Francisco,Self-Employed,1,4.7672494328039505,Low Risk,Expert,High"
"26,71967.0,21800.0,530.0,10,Male,Masters,Houston,Salaried,0,3.3012385321100917,High Risk,Mid,High"
"24,41576.0,20489.0,694.0,24,Male,Phd,Houston,Unemployed,0,2.029186392698521,Low Risk,Expert,Medium"
"45,79848.0,13768.0,570.0,4,Female,High School,New York,Salaried,0,5.799535153980244,High Risk,Junior,High"
"31,55264.0,17241.0,579.0,20,Male,High School,Houston,Unemployed,0,3.205382518415405,High Risk,Senior,Medium"
"48,74396.0,26919.0,682.0,25,Male,Masters,Chicago,Salaried,1,2.763698502916156,Low Risk,Expert,High"
"69,49488.0,21198.0,327.0,15,Male,Bachelors,Chicago,Salaried,0,2.3345598641381264,High Risk,Senior,Medium"
"36,45521.0,24391.0,818.0,39,Male,Masters,San Francisco,Unemployed,0,1.8663031446025173,Low Risk,Expert,Medium"
"64,54110.0,30180.0,498.0,20,Female,Masters,San Francisco,Self-Employed,0,1.792909211398277,High Risk,Senior,Medium"
"33,52278.0,23479.0,381.0,31,Female,High School,Houston,Salaried,0,2.22658545934665,High Risk,Expert,Medium"
"22,68822.0,4634.0,579.0,3,Male,Bachelors,San Francisco,Self-Employed,0,14.851532153646957,High Risk,Junior,High"
"52,46518.0,22165.0,689.0,37,Male,High School,Houston,Salaried,1,2.0987141890367695,Low Risk,Expert,Medium"
"29,67469.0,15055.0,750.0,7,Male,Bachelors,San Francisco,Unemployed,0,4.481501162404517,Low Risk,Mid,High"
"42,60984.0,34482.0,732.0,8,Male,Phd,Chicago,Self-Employed,1,1.7685749086479903,Low Risk,Mid,High"
"69,46799.0,23194.0,673.0,16,Male,High School,New York,Unemployed,0,2.0177201000258687,Low Risk,Senior,Medium"
"38,59820.0,15220.0,734.0,12,Female,Phd,New York,Unemployed,0,3.9303547963206307,Low Risk,Senior,Medium"
"53,42901.0,24532.0,486.0,8,Male,Phd,Chicago,Self-Employed,0,1.748777107451492,High Risk,Mid,Medium"
"33,10035.0,6256.0,517.0,26,Female,Bachelors,Houston,Self-Employed,0,1.6040601023017902,High Risk,Expert,Low"
"56,60094.0,26904.0,579.0,36,Male,High School,Houston,Unemployed,0,2.233645554564377,High Risk,Expert,High"
"62,23531.0,16756.0,849.0,38,Female,Masters,Chicago,Unemployed,0,1.4043327763189306,Low Risk,Expert,Low"
"59,46615.0,31365.0,648.0,23,Male,High School,Chicago,Unemployed,0,1.4862107444603858,Low Risk,Expert,Medium"
"56,48716.0,19005.0,821.0,8,Male,Phd,Chicago,Self-Employed,1,2.563325440673507,Low Risk,Mid,Medium"
"31,72615.0,31514.0,325.0,10,Male,High School,Chicago,Salaried,0,2.304214000126928,High Risk,Mid,High"
"48,39618.0,23399.0,347.0,34,Female,High School,New York,Self-Employed,0,1.6931492798837557,High Risk,Expert,Medium"
"22,69620.0,27793.0,669.0,28,Female,Masters,New York,Salaried,1,2.5049472888856905,Low Risk,Expert,High"
"52,32318.0,16065.0,313.0,7,Female,Bachelors,New York,Unemployed,0,2.0117024587612824,High Risk,Mid,Medium"
"40,70200.0,22824.0,486.0,16,Male,High School,Houston,Salaried,0,3.0757097791798107,High Risk,Senior,High"
"46,42885.0,6190.0,823.0,6,Female,Phd,San Francisco,Self-Employed,1,6.9281098546042,Low Risk,Mid,Medium"
"60,51102.0,18984.0,578.0,11,Female,Phd,Houston,Self-Employed,0,2.6918457648546146,High Risk,Senior,Medium"
"28,44954.0,8124.0,640.0,14,Female,Masters,San Francisco,Self-Employed,1,5.533481043820778,Low Risk,Senior,Medium"
"35,69235.0,10856.0,627.0,28,Male,Phd,Chicago,Salaried,1,6.377579218865144,Low Risk,Expert,High"
"64,49488.0,12874.0,324.0,23,Female,High School,Chicago,Self-Employed,0,3.8440267205219825,High Risk,Expert,Medium"
"29,56653.0,25283.0,828.0,36,Male,Bachelors,New York,Salaried,1,2.240754657279595,Low Risk,Expert,Medium"
"26,32722.0,18821.0,725.0,13,Female,High School,New York,Unemployed,1,1.7385898730141862,Low Risk,Senior,Medium"
"27,39275.0,20251.0,328.0,10,Female,Masters,San Francisco,Salaried,0,1.9394103994864451,High Risk,Mid,Medium"
"61,34571.0,18603.0,622.0,34,Female,Phd,San Francisco,Unemployed,0,1.858356179110896,Low Risk,Expert,Medium"
"34,16278.0,28646.0,612.0,16,Male,High School,New York,Salaried,0,0.5682468756545417,Low Risk,Senior,Low"
"55,68920.0,20032.0,569.0,26,Male,High School,Chicago,Unemployed,0,3.4404952076677318,High Risk,Expert,High"
"24,45083.0,21991.0,594.0,2,Female,Phd,New York,Self-Employed,0,2.0500659360647537,High Risk,Fresher,Medium"
"63,44923.0,15438.0,522.0,1,Female,Bachelors,Chicago,Salaried,0,2.9098976551366755,High Risk,Fresher,Medium"
"30,72442.0,29195.0,374.0,3,Male,Bachelors,Chicago,Unemployed,0,2.481315293714677,High Risk,Junior,High"
"57,42860.0,29795.0,401.0,17,Male,Bachelors,Houston,Self-Employed,0,1.4384963920120826,High Risk,Senior,Medium"
"59,37393.0,19705.0,831.0,19,Female,Phd,Houston,Self-Employed,0,1.8976401928444557,Low Risk,Senior,Medium"
"26,46629.0,15326.0,472.0,20,Female,High School,San Francisco,Unemployed,0,3.0424768367480097,High Risk,Senior,Medium"
"67,33010.0,7072.0,303.0,13,Male,Masters,Chicago,Unemployed,0,4.667703619909502,High Risk,Senior,Medium"
"44,55165.0,13051.0,778.0,7,Female,High School,New York,Salaried,1,4.226879166347406,Low Risk,Mid,Medium"
"19,44395.0,2663.0,579.0,1,Male,Phd,Chicago,Unemployed,0,16.67104769057454,High Risk,Fresher,Medium"
"22,42391.0,12715.0,466.0,25,Female,Phd,San Francisco,Unemployed,0,3.3339362957137237,High Risk,Expert,Medium"
"46,41091.0,22856.0,599.0,18,Female,High School,Chicago,Self-Employed,0,1.7978211410570528,High Risk,Senior,Medium"
"54,48407.0,19597.0,417.0,27,Female,Phd,Chicago,Unemployed,0,2.4701229780068377,High Risk,Expert,Medium"
"36,42200.0,17032.0,474.0,4,Male,High School,Chicago,Unemployed,0,2.4776890558947864,High Risk,Junior,Medium"
"25,44619.0,16407.0,458.0,27,Female,Bachelors,Houston,Self-Employed,0,2.719509965258731,High Risk,Expert,Medium"
"65,48777.0,28502.0,683.0,25,Female,Phd,San Francisco,Self-Employed,1,1.711353589221809,Low Risk,Expert,Medium"
"62,49488.0,4585.0,526.0,4,Female,Phd,Houston,Self-Employed,0,10.793456924754635,High Risk,Junior,Medium"
"18,50466.0,8146.0,337.0,14,Female,Bachelors,San Francisco,Self-Employed,0,6.195187822244046,High Risk,Senior,Medium"
"39,39850.0,25311.0,762.0,8,Female,Bachelors,Chicago,Salaried,0,1.574414286278693,Low Risk,Mid,Medium"
"69,65069.0,18437.0,730.0,31,Female,Bachelors,Houston,Self-Employed,1,3.529261810489776,Low Risk,Expert,High"
"34,51452.0,18620.0,403.0,25,Male,Masters,Houston,Self-Employed,0,2.763265306122449,High Risk,Expert,Medium"
"24,42442.0,12503.0,492.0,36,Female,Phd,New York,Salaried,0,3.3945453091258098,High Risk,Expert,Medium"
"42,49488.0,21918.0,549.0,14,Male,High School,Houston,Salaried,0,2.2578702436353684,High Risk,Senior,Medium"
"62,48884.0,13536.0,312.0,3,Male,High School,Houston,Salaried,0,3.6114066193853427,High Risk,Junior,Medium"
"21,23993.0,20582.0,687.0,35,Male,High School,Chicago,Unemployed,0,1.1657273345641823,Low Risk,Expert,Low"
"53,55114.0,10732.0,370.0,19,Male,Phd,Houston,Self-Employed,0,5.135482668654491,High Risk,Senior,Medium"
"23,49488.0,18541.0,737.0,26,Female,Masters,Houston,Unemployed,0,2.6691116983981447,Low Risk,Expert,Medium"
"48,64016.0,36199.0,343.0,20,Female,Phd,Houston,Salaried,0,1.7684466421724356,High Risk,Senior,High"
"36,46374.0,16601.0,571.0,21,Female,Phd,Chicago,Salaried,0,2.793446177941088,High Risk,Expert,Medium"
"61,61701.0,18946.0,313.0,6,Male,Phd,San Francisco,Salaried,0,3.256676871107358,High Risk,Mid,High"
"56,40547.0,18380.0,670.0,30,Female,Phd,Chicago,Salaried,1,2.2060391730141458,Low Risk,Expert,Medium"
"44,51049.0,21396.0,411.0,16,Male,Phd,Houston,Unemployed,0,2.385913254813984,High Risk,Senior,Medium"
"27,68154.0,23745.0,678.0,6,Male,Masters,San Francisco,Salaried,1,2.8702463676563488,Low Risk,Mid,High"
"43,45965.0,22058.0,613.0,18,Female,Bachelors,Chicago,Self-Employed,1,2.0838244627799436,Low Risk,Senior,Medium"
"36,41138.0,22235.0,714.0,27,Male,High School,Chicago,Self-Employed,0,1.8501461659545761,Low Risk,Expert,Medium"
"56,59826.0,18553.0,784.0,9,Male,Phd,San Francisco,Self-Employed,1,3.2245997951813723,Low Risk,Mid,Medium"
"20,59535.0,20802.0,468.0,26,Male,Phd,New York,Unemployed,0,2.86198442457456,High Risk,Expert,Medium"
"62,41769.0,18288.0,545.0,12,Male,Phd,Houston,Salaried,0,2.2839566929133857,High Risk,Senior,Medium"
"30,20218.0,5501.0,565.0,1,Female,High School,New York,Unemployed,0,3.6753317578622067,High Risk,Fresher,Low"
"45,60160.0,25825.0,599.0,19,Male,High School,Houston,Salaried,0,2.3295256534365922,High Risk,Senior,High"
"37,38374.0,12165.0,626.0,4,Male,Masters,New York,Unemployed,0,3.154459515002055,Low Risk,Junior,Medium"
"45,49836.0,21840.0,829.0,5,Female,Bachelors,New York,Salaried,1,2.2818681318681318,Low Risk,Junior,Medium"
"25,40138.0,9231.0,641.0,34,Female,Phd,Houston,Salaried,1,4.348174628967609,Low Risk,Expert,Medium"
"58,21017.0,16046.0,548.0,0,Male,Masters,San Francisco,Unemployed,0,1.3097968341019568,High Risk,,Low"
"56,39868.0,8144.0,679.0,34,Female,High School,San Francisco,Self-Employed,0,4.895383104125736,Low Risk,Expert,Medium"
"18,60097.0,19591.0,831.0,2,Female,Masters,New York,Unemployed,0,3.067582052983513,Low Risk,Fresher,High"
"20,14446.0,7349.0,680.0,35,Female,Masters,New York,Unemployed,0,1.9657096203565112,Low Risk,Expert,Low"
"30,53783.0,23107.0,341.0,6,Female,Bachelors,Chicago,Self-Employed,0,2.327563076124118,High Risk,Mid,Medium"
"45,32209.0,25458.0,644.0,28,Male,Phd,San Francisco,Unemployed,0,1.2651818681750333,Low Risk,Expert,Medium"
"66,59127.0,13384.0,560.0,14,Male,Phd,San Francisco,Salaried,0,4.417737597130903,High Risk,Senior,Medium"
"42,60715.0,21287.0,579.0,10,Female,High School,Houston,Self-Employed,0,2.852210269178372,High Risk,Mid,High"
"50,47421.0,12960.0,539.0,17,Female,High School,Chicago,Unemployed,0,3.6590277777777778,High Risk,Senior,Medium"
